  -5.96712e-1	   3.09786e-1	  -2.58913e-1	   7.00444e-1	  -5.82523e-1	   4.90503e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
  -4.88472e-2	  -4.07075e-1	   7.34176e-1	   1.24773e-1	  -6.18095e-1	   1.31447e+0	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   2.67262e-1	   5.01916e-2	  -3.45306e-2	  -2.11136e+0	  -9.77475e-1	  -2.80563e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
  -8.37423e-3	  -5.65984e-1	  -2.71016e-1	   5.03413e-1	   9.97859e-1	   5.55151e-2	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   4.06957e-1	   2.66110e-1	   7.18623e-1	   2.77412e-1	  -1.43435e-1	   2.87251e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   3.39664e-1	   1.58502e+0	   1.13693e+0	  -4.74492e-1	  -1.27983e+0	  -7.50213e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   2.97738e-2	   1.40882e-1	  -1.88428e-1	  -9.29504e-1	  -2.14822e+0	   4.27228e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
  -7.36450e-1	  -1.06342e-1	   1.08901e-1	  -3.34075e+0	   1.76070e-1	   1.21940e+0	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
  -5.82801e-1	   4.92925e-2	  -3.68367e-1	   9.09900e-1	  -5.23926e-1	   5.73453e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   1.12995e-1	   4.99067e-1	  -8.03211e-2	  -6.87030e-1	  -1.25019e+0	  -4.47928e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   4.11923e-1	   6.59252e-1	   4.43644e-1	   1.49604e+0	   8.85126e-1	   1.29232e+0	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   4.72361e-1	  -1.36197e-1	  -6.58233e-1	  -3.32188e+0	   1.27328e+0	   2.85524e+0	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   1.42931e-1	   4.30999e-1	   8.90243e-1	  -7.99750e-1	  -1.76341e+0	  -3.52467e+0	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   7.34567e-1	  -2.09514e+0	  -3.04740e-1	  -9.15468e-2	   1.12512e+0	   4.42276e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
   7.87376e-1	   6.97402e-1	  -2.74132e-1	  -2.95360e+0	  -2.45167e+0	   2.80032e-1	   1.99667e-4	   0.00000e+0	   0.00000e+0	   0.00000e+0
